Wall time,Step,Value
1767240820.5799942,81920,6.449999809265137
1767241067.8169105,262144,6.920000076293945
1767241132.9905503,311296,6.599999904632568
1767241310.9857163,442368,7.179999828338623
1767241333.1610906,458752,6.090000152587891
1767241624.6467974,671744,7.0
1767241778.539393,786432,8.880000114440918
1767241799.1764972,802816,10.390000343322754
1767242067.7359357,1032192,22.3700008392334
1767242086.8449974,1048576,21.329999923706055
1767242161.1005304,1114112,24.649999618530273
1767242233.225448,1179648,27.329999923706055
1767242340.8992887,1277952,25.530000686645508
1767242432.4216952,1359872,25.450000762939453
1767242559.5594757,1474560,26.65999984741211
1767242744.4374504,1638400,24.40999984741211
1767242818.5738566,1703936,24.559999465942383
1767242892.2480743,1769472,26.1200008392334
1767243144.146021,1998848,22.639999389648438
1767243217.1328838,2064384,26.290000915527344
1767243236.2417488,2080768,27.399999618530273
1767243273.1718247,2113536,26.270000457763672
1767243309.4678686,2146304,25.5
1767243420.8785317,2244608,26.010000228881836
1767243566.593864,2375680,25.790000915527344
1767243602.8265324,2408448,27.18000030517578
1767243619.9053123,2424832,29.899999618530273
1767243672.0624049,2473984,28.940000534057617
1767243798.2614377,2588672,27.579999923706055
1767243852.4781995,2637824,27.239999771118164
1767243888.3801727,2670592,27.219999313354492
1767243923.8405886,2703360,26.770000457763672
1767244071.2564986,2834432,27.31999969482422
1767244163.5000253,2916352,25.3700008392334
1767244288.1761305,3031040,27.299999237060547
1767244413.7402055,3145728,25.790000915527344
1767244431.8957312,3162112,25.899999618530273
1767244628.3766189,3342336,25.670000076293945
1767244668.3324282,3375104,26.049999237060547
1767244812.8954506,3506176,27.969999313354492
1767245110.7706847,3768320,28.209999084472656
1767245384.8575206,4014080,28.010000228881836
1767245403.0158937,4030464,25.68000030517578
1767245644.2557714,4243456,25.5
1767245662.3968782,4259840,25.700000762939453
1767245877.1386275,4456448,26.510000228881836
1767245928.8519402,4505600,26.329999923706055
1767246074.6304297,4636672,28.81999969482422
1767246128.825855,4685824,27.399999618530273
1767246181.9192526,4734976,27.770000457763672
1767246217.0011616,4767744,26.959999084472656
1767246306.6115546,4849664,26.219999313354492
1767246345.2353098,4882432,27.81999969482422
1767246545.1366217,5062656,25.25
1767246692.3487477,5193728,26.360000610351562
1767246728.6342514,5226496,27.149999618530273
1767246746.8408446,5242880,26.219999313354492
1767246802.8414092,5292032,25.3799991607666
1767247224.5953488,5668864,23.34000015258789
1767247243.0062544,5685248,25.68000030517578
1767247465.596665,5881856,28.219999313354492
1767247574.9342968,5980160,29.90999984741211
1767247593.4969351,5996544,29.459999084472656
1767247612.0141335,6012928,29.350000381469727
1767247824.980627,6209536,28.139999389648438
1767247968.8403454,6340608,28.850000381469727
1767248040.2325435,6406144,30.030000686645508
1767248074.5603936,6438912,28.3799991607666
1767248164.6613107,6520832,29.329999923706055
1767248254.10807,6602752,31.139999389648438
1767248287.4438796,6635520,30.399999618530273
1767248480.5050435,6815744,31.90999984741211
1767248588.9631364,6914048,28.950000762939453
1767248605.9625373,6930432,33.349998474121094
1767248853.3717628,7159808,34.11000061035156
1767248870.135682,7176192,33.16999816894531
1767248905.723229,7208960,32.369998931884766
1767249032.696256,7323648,35.54999923706055
1767249138.1058295,7421952,33.189998626708984
1767249299.1511033,7569408,32.189998626708984
1767249370.6541872,7634944,35.130001068115234
1767249422.6656222,7684096,33.959999084472656
1767249458.6857758,7716864,33.88999938964844
1767249529.0969589,7782400,32.709999084472656
1767249547.4531958,7798784,33.52000045776367
1767249636.9331608,7880704,30.969999313354492
1767249654.439585,7897088,33.9900016784668
1767249760.112621,7995392,32.130001068115234
1767250163.036032,8372224,32.86000061035156
1767250197.7883039,8404992,30.079999923706055
1767250215.8203654,8421376,32.33000183105469
1767250234.9579964,8437760,32.040000915527344
1767250288.2319877,8486912,32.33000183105469
1767250323.0047488,8519680,34.040000915527344
1767250571.471111,8749056,30.09000015258789
1767250589.373996,8765440,31.5
1767250625.199122,8798208,34.58000183105469
1767250662.023227,8830976,34.63999938964844
1767250697.2973263,8863744,28.450000762939453
1767250770.020915,8929280,30.049999237060547
1767250804.4667487,8962048,33.34000015258789
1767250876.1964977,9027584,32.52000045776367
1767250913.131543,9060352,31.719999313354492
1767250985.3064342,9125888,31.549999237060547
1767251090.9974391,9224192,30.020000457763672
1767251126.0750024,9256960,31.219999313354492
1767251197.099718,9322496,28.639999389648438
1767251480.902303,9584640,30.899999618530273
1767251584.7518082,9682944,28.219999313354492
1767251653.2615511,9748480,29.530000686645508
1767251689.5233784,9781248,30.31999969482422
1767251994.2798948,10059776,29.709999084472656
1767252012.1233618,10076160,29.309999465942383
1767252158.084167,10207232,31.100000381469727
1767252175.9979568,10223616,29.059999465942383
1767252265.679554,10305536,29.68000030517578
1767252285.3507226,10321920,29.229999542236328
1767252435.054875,10452992,27.670000076293945
1767252542.7564025,10551296,29.950000762939453
1767252560.5656946,10567680,30.309999465942383
1767252652.5887902,10649600,30.899999618530273
1767252828.2450144,10797056,31.6200008392334
1767252866.078654,10829824,33.619998931884766
1767253003.6263351,10944512,30.56999969482422
1767253156.1109035,11075584,31.40999984741211
1767253176.225998,11091968,35.27000045776367
1767253327.7708993,11223040,32.619998931884766
1767253478.9402895,11354112,30.299999237060547
1767253517.790789,11386880,32.119998931884766
1767253830.829613,11649024,30.139999389648438
1767254039.6286192,11829248,31.059999465942383
1767254077.639667,11862016,33.720001220703125
1767254115.5153475,11894784,33.95000076293945
1767254172.4143238,11943936,34.11000061035156
1767254228.894788,11993088,32.189998626708984
1767254248.0269885,12009472,35.70000076293945
1767254469.1706808,12206080,32.43000030517578
1767254858.5312252,12533760,30.81999969482422
1767255070.2472904,12713984,31.219999313354492
1767255089.7062628,12730368,31.25
1767255203.8992267,12828672,27.489999771118164
1767255319.5276816,12926976,29.239999771118164
1767255635.7719936,13189120,28.450000762939453
1767255653.6586707,13205504,28.5
1767255692.0999932,13238272,30.770000457763672
1767255745.019364,13287424,28.889999389648438
1767255917.8285544,13434880,29.479999542236328
1767256173.4025056,13647872,29.239999771118164
1767256335.033674,13778944,26.709999084472656
1767256396.4521244,13828096,30.290000915527344
1767256676.0071213,14057472,29.649999618530273
1767256773.520006,14139392,28.760000228881836
1767256847.8248696,14204928,28.34000015258789
1767256946.3686707,14286848,27.010000228881836
1767257248.2717562,14532608,25.219999313354492
1767257465.0334597,14712832,26.350000381469727
1767257542.9743671,14778368,27.09000015258789
1767257680.2580197,14893056,27.020000457763672
1767258085.457026,15253504,30.899999618530273
1767258120.5979388,15286272,32.31999969482422
1767258300.9770453,15450112,29.1299991607666
1767258430.6255312,15564800,30.56999969482422
1767258684.8502014,15794176,29.15999984741211
1767258978.6174455,16056320,28.760000228881836
1767259034.2578773,16105472,29.309999465942383
1767259270.3635075,16302080,30.190000534057617
1767259367.5495927,16384000,29.149999618530273
1767259427.23096,16433152,28.360000610351562
1767259464.8891287,16465920,28.260000228881836
1767259680.409724,16646144,28.100000381469727
1767259824.2830434,16760832,28.56999969482422
1767259905.6529033,16826368,26.229999542236328
1767259944.0562334,16859136,28.610000610351562
1767260120.8505287,17006592,28.1299991607666
1767260495.767865,17317888,30.899999618530273
1767260766.1626005,17547264,28.049999237060547
1767260785.405802,17563648,28.770000457763672
1767260822.1265411,17596416,27.6200008392334
1767260904.2234533,17661952,26.68000030517578
1767261084.506924,17809408,28.299999237060547
1767261320.2261848,18006016,29.649999618530273
1767261399.9656303,18071552,28.299999237060547
1767261440.9503415,18104320,26.34000015258789
1767261500.2669423,18153472,26.969999313354492
1767261540.1589146,18186240,27.829999923706055
1767261580.9109602,18219008,26.010000228881836
1767261779.0951724,18382848,27.3700008392334
1767261855.559302,18448384,26.389999389648438
1767261875.0802023,18464768,26.020000457763672
1767261995.0270274,18563072,26.469999313354492
1767262035.4735389,18595840,26.079999923706055
1767262133.6818197,18677760,29.389999389648438
1767262269.351096,18792448,26.59000015258789
1767262366.8091326,18874368,26.450000762939453
1767262385.2592473,18890752,26.969999313354492
1767262624.9792252,19087360,27.399999618530273
1767262825.8801072,19251200,25.1299991607666
1767262867.5245833,19283968,26.18000030517578
1767262887.6548076,19300352,25.600000381469727
1767263027.2673736,19415040,26.280000686645508
1767263123.5749123,19496960,26.760000228881836
1767263203.3824484,19562496,28.030000686645508
1767263221.851535,19578880,28.34000015258789
1767263454.7819161,19775488,27.809999465942383
1767263613.5912097,19906560,25.8799991607666
1767263693.565837,19972096,24.360000610351562
1767263789.3729877,20054016,29.489999771118164
1767263829.4099107,20086784,27.75
1767264196.1136796,20398080,28.010000228881836
1767264235.1834989,20430848,25.709999084472656
1767264332.697372,20512768,26.06999969482422
1767264352.329638,20529152,25.600000381469727
1767264392.7093298,20561920,26.75
1767264448.9140105,20611072,26.84000015258789
1767264522.0207472,20676608,27.739999771118164
1767264634.6771867,20774912,29.940000534057617
1767264711.819158,20840448,28.270000457763672
1767264806.8666594,20922368,29.1200008392334
1767264919.6750352,21020672,26.709999084472656
1767264976.509237,21069824,28.010000228881836
1767265070.3262374,21151744,26.31999969482422
1767265126.8858433,21200896,27.530000686645508
1767265221.7215583,21282816,27.229999542236328
1767265299.5860517,21348352,26.459999084472656
1767265373.1887558,21413888,26.059999465942383
1767265542.2934878,21561344,23.530000686645508
1767265677.546672,21676032,31.1200008392334
1767265733.1645947,21725184,24.6299991607666
1767265753.911648,21741568,25.260000228881836
1767265928.5192885,21889024,25.81999969482422
1767266122.0678632,22052864,26.139999389648438
1767266416.830454,22298624,25.309999465942383
1767266495.6468277,22364160,26.1200008392334
1767266708.8937788,22544384,26.540000915527344
1767266728.10405,22560768,29.459999084472656
1767266809.3334749,22626304,23.469999313354492
1767267065.4384425,22839296,25.860000610351562
1767267543.4752939,23232512,26.059999465942383
1767267919.8246584,23543808,25.829999923706055
1767267956.6049268,23576576,27.780000686645508
1767267976.7517147,23592960,25.950000762939453
1767268179.956466,23756800,23.93000030517578
1767268335.8890462,23887872,22.5
1767268354.7339025,23904256,25.219999313354492
1767268414.7788332,23953408,24.09000015258789
1767268673.5987046,24166400,25.020000457763672
1767268711.8905182,24199168,24.940000534057617
1767268928.5576975,24379392,25.520000457763672
1767268986.9005623,24428544,26.399999618530273
1767269067.5035055,24494080,25.3700008392334
1767269150.1604385,24559616,26.389999389648438
1767269228.4818132,24625152,25.079999923706055
1767269366.1456537,24739840,27.540000915527344
1767269385.5800087,24756224,24.059999465942383
1767269444.0915804,24805376,25.479999542236328
1767269505.8229206,24854528,25.530000686645508
1767269750.4232945,25051136,23.540000915527344
1767269868.3674927,25149440,25.309999465942383
1767269945.0142965,25214976,24.190000534057617
1767270143.2751157,25378816,26.520000457763672
1767270201.5983093,25427968,26.639999389648438
1767270479.4523482,25657344,26.889999389648438
1767270539.2327814,25706496,30.360000610351562
1767270639.9084828,25788416,25.540000915527344
1767270698.8347647,25837568,22.719999313354492
1767270875.2141912,25985024,26.270000457763672
1767271083.7832649,26165248,28.780000686645508
1767271181.3405797,26247168,29.850000381469727
1767271222.168794,26279936,31.110000610351562
1767271683.8488686,26673152,31.440000534057617
1767271840.7386537,26804224,32.43000030517578
1767271878.951214,26836992,32.54999923706055
1767271939.3767169,26886144,30.209999084472656
1767272059.8811948,26984448,28.739999771118164
1767272078.6366336,27000832,32.459999084472656
1767272210.9250116,27115520,31.100000381469727
1767272363.8824024,27246592,33.66999816894531
1767272438.054483,27312128,32.2599983215332
1767272513.5203974,27377664,33.77000045776367
1767272652.3975403,27492352,33.06999969482422
